representation,trial_index,c_value,class_weight,repeat_index,fold_index,macro_auroc,balanced_accuracy,composite_score
metadata,11,10.0,balanced,0,0,0.5207445993160279,0.17551020408163268,0.3481274016988303
metadata,11,10.0,balanced,0,1,0.6271573263692829,0.37857142857142856,0.5028643774703557
metadata,11,10.0,balanced,0,2,0.7058736734280212,0.3571428571428571,0.5315082652854392
metadata,11,10.0,balanced,0,3,0.46874438061938056,0.15476190476190474,0.31175314269064264
metadata,11,10.0,balanced,0,4,0.6102729064413847,0.2952380952380952,0.4527555008397399
metadata,11,10.0,balanced,1,0,0.5840184418755847,0.24387755102040817,0.41394799644799646
metadata,11,10.0,balanced,1,1,0.6704237610215872,0.330952380952381,0.5006880709869841
metadata,11,10.0,balanced,1,2,0.6243032329988852,0.29047619047619044,0.45738971173753784
metadata,11,10.0,balanced,1,3,0.5158551864801865,0.21428571428571427,0.3650704503829504
metadata,11,10.0,balanced,1,4,0.5379166304709783,0.20714285714285713,0.3725297438069177
metadata,11,10.0,balanced,2,0,0.7377812267097982,0.3306122448979592,0.5341967358038787
metadata,11,10.0,balanced,2,1,0.601642705120966,0.2714285714285714,0.4365356382747687
metadata,11,10.0,balanced,2,2,0.6125321508201943,0.21428571428571433,0.4134089325529543
metadata,11,10.0,balanced,2,3,0.6080621461871463,0.14285714285714285,0.37545964452214453
metadata,11,10.0,balanced,2,4,0.5430156347275913,0.16666666666666666,0.35484115069712896
uni2,0,0.0001,none,0,0,0.7746750339607483,0.2857142857142857,0.530194659837517
uni2,0,0.0001,none,0,1,0.755676714589758,0.2547619047619048,0.5052193096758314
uni2,0,0.0001,none,0,2,0.809221050688442,0.32142857142857145,0.5653248110585067
uni2,0,0.0001,none,0,3,0.8447644022644022,0.3095238095238095,0.5771441058941058
uni2,0,0.0001,none,0,4,0.7862548321243974,0.2714285714285714,0.5288417017764844
uni2,0,0.0001,none,1,0,0.8167368081653796,0.33571428571428574,0.5762255469398327
uni2,0,0.0001,none,1,1,0.8324068322981367,0.2928571428571428,0.5626319875776398
uni2,0,0.0001,none,1,2,0.8325429461842505,0.3095238095238095,0.57103337785403
uni2,0,0.0001,none,1,3,0.7783029470529471,0.2857142857142857,0.5320086163836164
uni2,0,0.0001,none,1,4,0.7977581657472962,0.24285714285714285,0.5203076543022195
uni2,0,0.0001,none,2,0,0.8095505816934389,0.2642857142857143,0.5369181479895766
uni2,0,0.0001,none,2,1,0.8043671364867017,0.33571428571428574,0.5700407111004937
uni2,0,0.0001,none,2,2,0.7412141481706699,0.2619047619047619,0.5015594550377159
uni2,0,0.0001,none,2,3,0.802438394938395,0.3095238095238096,0.5559811022311023
uni2,0,0.0001,none,2,4,0.8319423149314454,0.33571428571428574,0.5838283003228656
uni2,1,0.0001,balanced,0,0,0.7633848426705568,0.3261904761904762,0.5447876594305165
uni2,1,0.0001,balanced,0,1,0.7747318261448696,0.4523809523809524,0.613556389262911
uni2,1,0.0001,balanced,0,2,0.7910018785562264,0.369047619047619,0.5800247488019227
uni2,1,0.0001,balanced,0,3,0.8515609390609391,0.38095238095238093,0.61625666000666
uni2,1,0.0001,balanced,0,4,0.7872403864251689,0.3095238095238095,0.5483820979744892
uni2,1,0.0001,balanced,1,0,0.8163118098832385,0.3129251700680272,0.5646184899756328
uni2,1,0.0001,balanced,1,1,0.8263326166587036,0.5047619047619047,0.6655472607103041
uni2,1,0.0001,balanced,1,2,0.8467843931430886,0.46904761904761905,0.6579160060953538
uni2,1,0.0001,balanced,1,3,0.7816562604062604,0.2976190476190476,0.539637654012654
uni2,1,0.0001,balanced,1,4,0.7863816075229118,0.39761904761904765,0.5920003275709798
